subpopulation,value_population,treatment,value,outcome,ate,ate_p,iscore,size,size_protected,size_treated,support,ni_score1,ni_score2,ni_score3,p_v1,p_v2,utility,std,kl,emd,diff_means
Age,17-24,Race/Ethnicity,American Indian or Alaska Native,Total person's income,-1700.7014465312186,-1821.7254324456644,121.0239859144458,48066,23683,469,0.1274453135357285,0.012029459109690555,0.006032927662938392,0.010833053958873462,[0.04903065],[0.09423391],0.0013806219583380932,18620.268882119042,426930969.6665567,1934.0450534138422,1932.8457121141764
Age,17-24,Race/Ethnicity,Black or African American,Total person's income,-2565.753342929853,-1276.7705732981267,1288.9827696317261,48066,23683,5015,0.1274453135357285,0.1209366180055701,0.06241620001493742,0.10953230053353158,[2.49129266e-20],[0.00018746],0.013959378383785574,18620.268882119042,426930969.6665567,1934.0450534138422,1932.8457121141764
Age,65-74,Race/Ethnicity,,Total person's income,,,,35783,16911,0,0.0948773697467851,,,,,,,69691.88227798173,1124413174.3559222,15456.58754656732,15456.587546567323
Age,65-74,Race/Ethnicity,White,Total person's income,11012.28229903958,2678.761506986899,8333.520792052681,35783,16911,30771,0.0948773697467851,0.5654099383389215,0.34076554879081256,0.527641416622372,[3.02159212e-25],[0.01165432],0.05006122977859826,69691.88227798173,1124413174.3559222,15456.58754656732,15456.587546567323
Age,65-74,Race/Ethnicity,Asian,Total person's income,,4515.868030997626,,35783,16911,1406,0.0948773697467851,,,,,,,69691.88227798173,1124413174.3559222,15456.58754656732,15456.587546567323
Age,65-74,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,,,,35783,16911,29,0.0948773697467851,,,,,,,69691.88227798173,1124413174.3559222,15456.58754656732,15456.587546567323
Age,65-74,Race/Ethnicity,American Indian or Alaska Native,Total person's income,-14112.333022731189,-9096.287016425253,5016.046006305936,35783,16911,225,0.0948773697467851,0.39444179935354773,0.22182379845792488,0.3632920084788013,[0.00246207],[0.04839609],0.03446819021449542,69691.88227798173,1124413174.3559222,15456.58754656732,15456.587546567323
Age,65-74,Race/Ethnicity,Black or African American,Total person's income,-14305.700911320368,-3680.7510877407913,10624.949823579576,35783,16911,2503,0.0948773697467851,0.6544075133679855,0.4121288520160098,0.6156668345207443,[3.74947061e-23],[0.0081903],0.058412849899657414,69691.88227798173,1124413174.3559222,15456.58754656732,15456.587546567323
Age,0-16,Race/Ethnicity,,Total person's income,,,,2253,1134,0,0.0059737504971496755,,,,,,,5832.732661246389,4397426.324494267,274.056437389772,126.57848324514998
Age,0-16,Race/Ethnicity,White,Total person's income,,,,2253,1134,1817,0.0059737504971496755,,,,,,,5832.732661246389,4397426.324494267,274.056437389772,126.57848324514998
Age,0-16,Race/Ethnicity,Asian,Total person's income,-1348.4010869713811,,,2253,1134,67,0.0059737504971496755,,,,,,,5832.732661246389,4397426.324494267,274.056437389772,126.57848324514998
Age,0-16,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,,,,2253,1134,1,0.0059737504971496755,,,,,,,5832.732661246389,4397426.324494267,274.056437389772,126.57848324514998
Age,0-16,Race/Ethnicity,American Indian or Alaska Native,Total person's income,,,,2253,1134,35,0.0059737504971496755,,,,,,,5832.732661246389,4397426.324494267,274.056437389772,126.57848324514998
Age,0-16,Race/Ethnicity,Black or African American,Total person's income,1139.2693149213987,,,2253,1134,166,0.0059737504971496755,,,,,,,5832.732661246389,4397426.324494267,274.056437389772,126.57848324514998
Age,75-84,When last worked,Within past year,Total person's income,31107.993634755665,20585.684917766703,10522.308716988962,7391,3180,4323,0.01959697732997481,0.650842046973797,0.40910410982457923,0.6121000310292024,[1.19518375e-74],[4.20529212e-32],0.011995310431756157,72892.69522845771,234390046.76667935,17396.215723270438,17391.40440251572
Age,75-84,When last worked,1-5 yrs ago,Total person's income,-31107.993634755832,-20585.684917767103,10522.30871698873,7391,3180,3068,0.01959697732997481,0.650842046973789,0.40910410982457235,0.6121000310291943,[1.19518375e-74],[4.20529212e-32],0.011995310431755998,72892.69522845771,234390046.76667935,17396.215723270438,17391.40440251572
Age,25-34,When last worked,Within past year,Total person's income,40626.967779969425,35864.84917978221,4762.118600187212,70110,34245,64829,0.1858942065491184,0.3788681247039002,0.2118807988025544,0.34857347958312934,[0.],[0.],0.06479779041117115,40911.03398827832,1091476302.0816324,5327.421083369838,5324.567528106294
Age,25-34,When last worked,1-5 yrs ago,Total person's income,-40626.96777997168,-35864.84917978221,4762.1186001894675,70110,34245,5281,0.1858942065491184,0.3788681247040403,0.2118807988026432,0.3485734795832617,[0.],[0.],0.06479779041119575,40911.03398827832,1091476302.0816324,5327.421083369838,5324.567528106294
Age,45-54,When last worked,Within past year,Total person's income,58115.013984605044,46963.22650364274,11151.787480962303,71103,34995,66952,0.188527111228954,0.6721433300939605,0.4274123037420037,0.6334648566940062,[0.],[0.],0.1194252994975843,73127.57375368489,2352735836.9077687,14682.201600228604,14674.716530932987
Age,45-54,When last worked,1-5 yrs ago,Total person's income,-58115.01398460833,-46963.226503642654,11151.787480965679,71103,34995,4151,0.188527111228954,0.6721433300940712,0.42741230374210026,0.6334648566941177,[0.],[0.],0.11942529949760532,73127.57375368489,2352735836.9077687,14682.201600228604,14674.716530932987
Age,55-64,When last worked,Within past year,Total person's income,42001.9387115325,33416.15399369347,8585.78471783903,74374,36976,64174,0.1972000530292987,0.5762359530887948,0.34902838240733935,0.5382449044233677,[0.],[0.],0.10614192369503792,72620.21211947904,2498874986.677151,14752.83946343574,14749.503245348336
Age,55-64,When last worked,1-5 yrs ago,Total person's income,-42001.938711532144,-33416.15399369354,8585.784717838607,74374,36976,10200,0.1972000530292987,0.5762359530887768,0.3490283824073256,0.5382449044233502,[0.],[0.],0.10614192369503446,72620.21211947904,2498874986.677151,14752.83946343574,14749.503245348336
Age,85-94,When last worked,Within past year,Total person's income,30357.37447769625,13350.320545609564,17007.053932086685,1076,513,460,0.0028529762693888373,0.8174452942253572,0.5727357892654208,0.7836017575672599,[2.89366935e-11],[0.00203061],0.0022355972189907775,74737.37167340092,25506198.970700316,11245.076023391812,11228.31189083821
Age,85-94,When last worked,1-5 yrs ago,Total person's income,-30357.374477696387,-13350.320545609542,17007.053932086845,1076,513,616,0.0028529762693888373,0.81744529422536,0.5727357892654242,0.783601757567263,[2.89366935e-11],[0.00203061],0.002235597218990786,74737.37167340092,25506198.970700316,11245.076023391812,11228.31189083821
Age,35-44,When last worked,Within past year,Total person's income,57524.46410665169,46398.14864320761,11126.31546344408,66948,32440,62746,0.1775102744266207,0.6713071485005314,0.42668259096773575,0.6326236177368062,[0.],[0.],0.11229719199322206,65713.88684252005,1918156723.8327065,11777.612577065354,11777.328976572135
Age,35-44,When last worked,1-5 yrs ago,Total person's income,-57524.464106651896,-46398.14864320633,11126.315463445564,66948,32440,4202,0.1775102744266207,0.6713071485005802,0.4266825909677783,0.6326236177368554,[0.],[0.],0.1122971919932308,65713.88684252005,1918156723.8327065,11777.612577065354,11777.328976572135
Age,17-24,When last worked,Within past year,Total person's income,13156.737249042972,11579.555179148978,1577.1820698939937,48066,23683,44489,0.1274453135357285,0.14590957522671888,0.07582987238643057,0.13233222587306903,[0.],[2.5393203e-185],0.016865122017274126,18620.268882119042,417230246.6302973,1659.8871342313148,1647.456952244227
Age,17-24,When last worked,1-5 yrs ago,Total person's income,-13156.737249042968,-11579.555179149062,1577.1820698939064,48066,23683,3577,0.1274453135357285,0.14590957522671144,0.07582987238642658,0.13233222587306215,[0.],[2.5393203e-185],0.01686512201727325,18620.268882119042,417230246.6302973,1659.8871342313148,1647.456952244227
Age,65-74,When last worked,Within past year,Total person's income,34082.91744330863,24464.559971606173,9618.357471702457,35783,16911,22996,0.0948773697467851,0.6178093637831075,0.38178431254384004,0.5792229560734522,[0.],[3.54188405e-219],0.05495515056920679,69691.88227798173,1136303099.8338833,15189.996629412806,15189.253326237354
Age,65-74,When last worked,1-5 yrs ago,Total person's income,-34082.91744330852,-24464.55997160613,9618.357471702391,35783,16911,12787,0.0948773697467851,0.617809363783105,0.38178431254383793,0.5792229560734498,[0.],[3.54188405e-219],0.05495515056920655,69691.88227798173,1136303099.8338833,15189.996629412806,15189.253326237354
Age,0-16,When last worked,Within past year,Total person's income,1926.831100423663,2061.7430167597918,134.9119163361288,2253,1134,2130,0.0059737504971496755,0.013400593391490467,0.006722895356733982,0.012068654955664004,[0.00036334],[0.00807071],7.209513354132574e-05,5832.732661246389,4212617.557408983,211.7636684303348,195.9259259259261
Age,0-16,When last worked,1-5 yrs ago,Total person's income,-1926.8311004236637,-2061.7430167597695,134.91191633610583,2253,1134,123,0.0059737504971496755,0.013400593391488025,0.006722895356732872,0.012068654955662006,[0.00036334],[0.00807071],7.20951335413138e-05,5832.732661246389,4212617.557408983,211.7636684303348,195.9259259259261
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,,Total person's income,,,,1776,869,0,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,75-84,Total person's income,,,,1776,869,34,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,25-34,Total person's income,-7469.030424934877,-7817.929253592931,348.8988286580534,1776,869,323,0.004709001723452207,0.034288248186656545,0.01729365942142036,0.03091300653097795,[0.01811204],[0.07445994],0.00014556940103146448,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,45-54,Total person's income,6998.847529142513,,,1776,869,354,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,55-64,Total person's income,8708.404470565649,10160.830492424211,1452.4260218585623,1776,869,321,0.004709001723452207,0.13518753773464165,0.07004706448909015,0.12253511537768902,[0.00596703],[0.01604817],0.0005770180694969526,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,85-94,Total person's income,,,,1776,869,2,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,35-44,Total person's income,,,,1776,869,430,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,17-24,Total person's income,-30048.380937191818,-25574.49040185807,4473.890535333747,1776,869,172,0.004709001723452207,0.36070486014720704,0.20044065895470087,0.33145404956795554,[2.14587499e-13],[3.17216793e-06],0.0015608176906607158,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,65-74,Total person's income,,,,1776,869,138,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Age,0-16,Total person's income,,,,1776,869,2,0.004709001723452207,,,,,,,51379.554366738426,39460761.5002856,5655.811277330265,5573.509781357883
Citizenship status,Born in the U.S.,Age,,Total person's income,,,,318586,156105,0,0.8447196075831898,,,,,,,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,75-84,Total person's income,5489.017457738824,,,318586,156105,6651,0.8447196075831898,,,,,,,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,25-34,Total person's income,-12577.818330756054,-5909.049479426496,6668.768851329558,318586,156105,59508,0.8447196075831898,0.4866907993831182,0.28354399952482656,0.4512921873905169,[0.],[1.14435298e-81],0.38121535943787677,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,45-54,Total person's income,18294.761470389843,13032.611705495197,5262.149764894646,318586,156105,57142,0.8447196075831898,0.40916292505236906,0.23134072896527758,0.3772396336176387,[0.],[0.],0.318661715274318,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,55-64,Total person's income,14966.69291346339,9723.54497575105,5243.14793771234,318586,156105,63359,0.8447196075831898,0.40803915931127466,0.23061008539965555,0.37617369977913473,[0.],[1.54451862e-231],0.3177613000605473,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,85-94,Total person's income,,,,318586,156105,986,0.8447196075831898,,,,,,,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,35-44,Total person's income,9897.652562609415,8804.360768744751,1093.2917938646642,318586,156105,53402,0.8447196075831898,0.1035647190913167,0.05319733792691339,0.09371029508031947,[1.49547642e-240],[2.09172572e-163],0.07915892368675238,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,17-24,Total person's income,-43266.38896079793,-32611.970887814678,10654.418072983251,318586,156105,43864,0.8447196075831898,0.6554244148755554,0.41299439089183765,0.6166847903438414,[0.],[0.],0.5209257341017713,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,65-74,Total person's income,8955.517918118487,4115.853082403628,4839.664835714859,318586,156105,31486,0.8447196075831898,0.3836661411241643,0.21493066619830603,0.353104062054863,[1.37905559e-126],[8.59636098e-24],0.2982739247350142,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,Born in the U.S.,Age,0-16,Total person's income,-48327.93346020384,-37522.15531002379,10805.778150180056,318586,156105,2148,0.8447196075831898,0.6606006410703311,0.41742008365403727,0.6218710611720479,[4.98926865e-275],[7.57072644e-147],0.5253066787605941,63058.48395884225,9571971293.6035,11063.675500464431,11062.0780884661
Citizenship status,U.S. citizen by naturalization,Age,,Total person's income,,,,29585,15056,0,0.07844359008352114,,,,,,,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,75-84,Total person's income,,,,29585,15056,566,0.07844359008352114,,,,,,,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,25-34,Total person's income,-16982.025217919967,-9482.882769016716,7499.142448903251,29585,15056,3536,0.07844359008352114,0.5275929376765212,0.3126812512934928,0.49080428138774645,[2.34630148e-39],[1.42953658e-11],0.03850044986041755,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,45-54,Total person's income,14938.424676943578,9676.694251270274,5261.730425673304,29585,15056,7868,0.07844359008352114,0.40913814841698715,0.23132461234731028,0.37721612986787856,[8.57024734e-56],[6.13441242e-21],0.02959018746424814,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,55-64,Total person's income,2037.8793220126972,,,29585,15056,7186,0.07844359008352114,,,,,,,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,85-94,Total person's income,,,,29585,15056,68,0.07844359008352114,,,,,,,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,35-44,Total person's income,6489.58491302553,7849.089721646989,1359.5048086214592,29585,15056,5804,0.07844359008352114,0.1271141440264515,0.0657163942498249,0.1151661863342398,[8.6162051e-10],[2.23740061e-12],0.009034049112285522,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,17-24,Total person's income,-46451.32721375022,-34384.72810741892,12066.599106331298,29585,15056,1303,0.07844359008352114,0.7008050497805788,0.45301284272898956,0.6624338944556949,[7.94903529e-115],[2.22691897e-54],0.05196369287411304,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,65-74,Total person's income,-4485.218044581117,-5614.81485814054,1129.596813559423,29585,15056,3218,0.07844359008352114,0.10681332853446979,0.0549144634132156,0.09666672036427426,[0.00089138],[0.00023334],0.007582884586973496,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,U.S. citizen by naturalization,Age,0-16,Total person's income,-55713.4336294169,-41112.69108880077,14600.742540616127,29585,15056,31,0.07844359008352114,0.7677809691166729,0.518108901427587,0.731275027284304,[1.79404136e-05],[0.00445676],0.05736383847860568,72293.09321522388,1042756518.0093987,13401.629649309247,13401.629649309245
Citizenship status,Born abroad of American parent(s),Age,,Total person's income,,,,3982,1932,0,0.010558133368686199,,,,,,,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,75-84,Total person's income,47632.16942127897,,,3982,1932,25,0.010558133368686199,,,,,,,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,25-34,Total person's income,-18217.571324951685,-8037.607897353882,10179.963427597802,3982,1932,880,0.010558133368686199,0.6386818268507228,0.39890252608310095,0.599962388875724,[5.72035067e-12],[0.00553133],0.006334482917945467,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,45-54,Total person's income,23560.515772307343,17506.05200156977,6054.463770737573,3982,1932,794,0.010558133368686199,0.45416927406965646,0.26119642263295484,0.4201012382398023,[8.66529243e-18],[5.72241347e-09],0.004435484901686047,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,55-64,Total person's income,17313.825871436937,8188.064788380878,9125.761083056059,3982,1932,810,0.010558133368686199,0.5985113874666891,0.3663687093164425,0.5601486708555634,[2.19938764e-10],[0.00378334],0.005914124373185346,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,85-94,Total person's income,,,,3982,1932,5,0.010558133368686199,,,,,,,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,35-44,Total person's income,11281.511831030097,9746.977584454049,1534.5342465760477,3982,1932,717,0.010558133368686199,0.1422592871641034,0.07385707753290238,0.12899545342231855,[8.10335282e-05],[0.00166224],0.0013619512011869878,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,17-24,Total person's income,-49774.03702060619,-37793.63641944384,11980.40060116235,3982,1932,518,0.010558133368686199,0.6982148866626323,0.45065028138956187,0.659804917584115,[9.16196661e-54],[1.52238958e-28],0.006966308317168091,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,65-74,Total person's income,12275.186811057865,12981.475111177373,706.2883001195078,3982,1932,205,0.010558133368686199,0.0681923130026697,0.03469813685182899,0.06158776822150447,[0.01370628],[0.01523886],0.0006502518707623778,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Born abroad of American parent(s),Age,0-16,Total person's income,-52320.541124688796,-42101.362637362516,10219.17848732628,3982,1932,27,0.010558133368686199,0.6400959636396537,0.4000799750297158,0.6013717751934007,[9.46754099e-05],[0.00021158],0.006349363406655499,69448.54819826585,144672630.07854277,13085.716356107654,13085.71635610766
Citizenship status,Not a citizen of the U.S.,Age,,Total person's income,,,,23221,10132,0,0.06156966724115073,,,,,,,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,75-84,Total person's income,,,,23221,10132,115,0.06156966724115073,,,,,,,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,25-34,Total person's income,-3265.5368300748305,,,23221,10132,5863,0.06156966724115073,,,,,,,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,45-54,Total person's income,3550.8378558323166,1812.2345688931491,1738.6032869391674,23221,10132,4945,0.06156966724115073,0.15958572877970634,0.0832588853878683,0.1448465015640079,[7.86010298e-05],[0.09620329],0.008918150902340787,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,55-64,Total person's income,,-3312.968933451619,,23221,10132,2698,0.06156966724115073,,,,,,,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,85-94,Total person's income,27918.170444424708,,,23221,10132,15,0.06156966724115073,,,,,,,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,35-44,Total person's income,13063.807587740434,7788.243545225701,5275.564042514732,23221,10132,6595,0.06156966724115073,0.40995495896062406,0.23185610655335165,0.3779910291921649,[6.37408203e-58],[9.07319998e-15],0.023272781887501683,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,17-24,Total person's income,-28019.5924740485,-18650.534305557303,9369.058168491196,23221,10132,2209,0.06156966724115073,0.6081616187154545,0.3740300476184616,0.5696752983612773,[1.36020535e-111],[3.20244627e-35],0.03507471855560711,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,65-74,Total person's income,,,,23221,10132,736,0.06156966724115073,,,,,,,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,Not a citizen of the U.S.,Age,0-16,Total person's income,-37292.35488819755,-27413.57627477756,9878.778613419992,23221,10132,45,0.06156966724115073,0.6276339344326491,0.3897819524404814,0.5889704113416794,[8.38573452e-06],[0.0053853],0.03626271224119087,56107.074665317756,517260104.6003985,10874.287011448872,10871.14844058429
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Marital status,Never Married,Total person's income,-16080.219908522024,-10770.571030085637,5309.648878436386,1776,869,536,0.004709001723452207,0.4119626941915675,0.23316409460143794,0.3798962021443546,[1.18882838e-09],[0.00363651],0.001788931870630714,51379.554366738426,38101135.95532984,5432.888377445339,5228.055235903339
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Marital status,Divorced,Total person's income,,,,1776,869,221,0.004709001723452207,,,,,,,51379.554366738426,38101135.95532984,5432.888377445339,5228.055235903339
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Marital status,Separated,Total person's income,,,,1776,869,76,0.004709001723452207,,,,,,,51379.554366738426,38101135.95532984,5432.888377445339,5228.055235903339
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Marital status,Widowed,Total person's income,,,,1776,869,40,0.004709001723452207,,,,,,,51379.554366738426,38101135.95532984,5432.888377445339,5228.055235903339
Citizenship status,"Born in Puerto Rico, Guam, the U.S. Virgin Islands, or the Northern Marianas",Marital status,Married,Total person's income,12575.185312037509,7107.783767452231,5467.401544585278,1776,869,903,0.004709001723452207,0.4211663535133552,0.23918882336900127,0.3886380703791944,[2.31232751e-07],[0.03188917],0.0018300973432147667,51379.554366738426,38101135.95532984,5432.888377445339,5228.055235903339
Citizenship status,Born in the U.S.,Marital status,Never Married,Total person's income,-32088.274452064667,-18508.159411884404,13580.115040180262,318586,156105,100444,0.8447196075831898,0.7428283463529544,0.4928790542217314,0.7054216754765708,[0.],[0.],0.5958835208892451,63058.48395884225,9491656249.92483,10814.975458825791,10812.674187245764
Citizenship status,Born in the U.S.,Marital status,Divorced,Total person's income,,7383.863483401554,,318586,156105,36184,0.8447196075831898,,,,,,,63058.48395884225,9491656249.92483,10814.975458825791,10812.674187245764
Citizenship status,Born in the U.S.,Marital status,Separated,Total person's income,-12681.212258308791,-7623.779162022172,5057.433096286619,318586,156105,4878,0.8447196075831898,0.39694284939823377,0.2234324558663514,0.36565923116547583,[3.6367963e-44],[5.09804515e-17],0.3088795222592716,63058.48395884225,9491656249.92483,10814.975458825791,10812.674187245764
Citizenship status,Born in the U.S.,Marital status,Widowed,Total person's income,-2561.756733594404,4375.2805003278845,6937.037233922289,318586,156105,8486,0.8447196075831898,0.500278193995524,0.29308995904395585,0.46438162104622505,[0.00022231],[1.39708946e-12],0.3922722606990128,63058.48395884225,9491656249.92483,10814.975458825791,10812.674187245764
Citizenship status,Born in the U.S.,Marital status,Married,Total person's income,28934.345439950004,12041.082261361284,16893.26317858872,318586,156105,168594,0.8447196075831898,0.8153561266177288,0.5702979248569177,0.7813741999249604,[0.],[0.],0.6600421075362414,63058.48395884225,9491656249.92483,10814.975458825791,10812.674187245764
Citizenship status,U.S. citizen by naturalization,Marital status,Never Married,Total person's income,-23203.82183009066,-13570.518334292974,9633.303495797685,29585,15056,4876,0.07844359008352114,0.6183801601658144,0.38224613329078583,0.579788580510876,[6.94727933e-94],[7.76120482e-28],0.04548069774470175,72293.09321522388,985280266.8754473,11928.356137088205,11928.356137088202
Citizenship status,U.S. citizen by naturalization,Marital status,Divorced,Total person's income,-6119.770683490438,,,29585,15056,3007,0.07844359008352114,,,,,,,72293.09321522388,985280266.8754473,11928.356137088205,11928.356137088202
Citizenship status,U.S. citizen by naturalization,Marital status,Separated,Total person's income,-15097.284280997323,-6461.778591308503,8635.50568968882,29585,15056,670,0.07844359008352114,0.5783377196896934,0.35064471950225384,0.5403065901669293,[9.03923204e-08],[0.01936547],0.042383588678479654,72293.09321522388,985280266.8754473,11928.356137088205,11928.356137088202
Citizenship status,U.S. citizen by naturalization,Marital status,Widowed,Total person's income,-15983.342042259726,-6152.243247165621,9831.098795094105,29585,15056,813,0.07844359008352114,0.6258542604418629,0.38832546271882695,0.5872028180701743,[5.01782434e-10],[0.00607609],0.04606229715658519,72293.09321522388,985280266.8754473,11928.356137088205,11928.356137088202
Citizenship status,U.S. citizen by naturalization,Marital status,Married,Total person's income,20864.164580850287,9068.639000765404,11795.525580084883,29585,15056,20219,0.07844359008352114,0.6925837412242638,0.44554868674000225,0.6540971425666252,[5.21648186e-119],[1.27202841e-21],0.05130972812629884,72293.09321522388,985280266.8754473,11928.356137088205,11928.356137088202
Citizenship status,Born abroad of American parent(s),Marital status,Never Married,Total person's income,-35441.93169451732,-19460.33393202524,15981.597762492078,3982,1932,1329,0.010558133368686199,0.7977316051743846,0.5502574127063178,0.7626795161117615,[1.44847509e-53],[9.74068358e-15],0.008052472048673032,69448.54819826585,131117939.72326007,11750.153209109729,11750.153209109732
Citizenship status,Born abroad of American parent(s),Marital status,Divorced,Total person's income,,6992.5194147957445,,3982,1932,439,0.010558133368686199,,,,,,,69448.54819826585,131117939.72326007,11750.153209109729,11750.153209109732
Citizenship status,Born abroad of American parent(s),Marital status,Separated,Total person's income,,,,3982,1932,54,0.010558133368686199,,,,,,,69448.54819826585,131117939.72326007,11750.153209109729,11750.153209109732
Citizenship status,Born abroad of American parent(s),Marital status,Widowed,Total person's income,,,,3982,1932,75,0.010558133368686199,,,,,,,69448.54819826585,131117939.72326007,11750.153209109729,11750.153209109732
Citizenship status,Born abroad of American parent(s),Marital status,Married,Total person's income,30402.4604180026,12523.989925577946,17878.470492424654,3982,1932,2085,0.010558133368686199,0.8326799860847189,0.5909523085075762,0.7999248722699168,[2.66538467e-44],[1.01475733e-07],0.008445713486355054,69448.54819826585,131117939.72326007,11750.153209109729,11750.153209109732
